"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"p_0001";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"v_2889";"v_2890";"v_2891";"v_2892";"v_1752";"v_1751";"v_1749";"v_1750";"v_1747";"v_1748";"v_1753";"v_1762";"v_2937";"v_2938";"dupl1_v_69";"v_71";"v_2851";"v_2852";"v_2853";"v_2854";"v_2855";"v_2856";"v_1709";"v_1710";"v_1711";"v_1712";"v_1713";"v_1714";"v_1715";"v_1717";"v_1718";"v_1720";"v_1722";"v_1724";"v_1726";"v_1728";"v_1730";"v_1732";"v_1734";"v_1707";"v_1719";"v_2894";"v_2895";"v_2896";"v_2897";"v_2898";"v_2899";"v_2900";"v_2901";"v_2902";"v_2903";"v_2904";"v_2905";"v_2906";"v_2907";"v_2908";"v_2909";"v_2910";"v_2911";"v_2918";"v_2702";"v_2703";"v_2704";"v_2705";"v_2706";"v_2707";"v_2708";"v_2709";"v_2710";"v_2711";"v_2712";"v_2713";"v_2714";"v_2715";"v_2716";"v_2717";"v_2718";"v_2719";"v_2720";"v_2721";"v_2722";"v_2723";"v_2724";"v_2725";"v_2726";"v_2727";"v_2728";"v_2729";"v_2730";"v_2731";"v_2732";"v_2733";"v_2734";"v_2735";"v_2736";"v_2737";"v_2738";"v_2739";"v_2740";"v_2741";"v_2742";"v_2743";"v_2744";"v_2745";"v_2746";"v_2747";"v_2748";"v_2749";"v_2750";"v_2751";"v_2752";"v_2753";"v_2754";"v_2755";"v_2756";"v_2757";"v_2758";"v_2759";"v_2760";"v_2761";"v_2762";"v_2763";"v_2764";"v_2765";"v_2766";"v_2767";"v_2768";"v_2769";"v_2770";"v_2771";"v_2772";"v_2773";"v_2774";"v_2775";"v_2776";"v_2777";"v_2778";"v_2779";"v_2780";"v_2781";"v_2782";"v_2783";"v_2785";"v_2787";"v_2789";"v_2791";"v_2793";"v_2795";"v_2797";"v_2799";"v_2784";"v_2786";"v_2788";"v_2790";"v_2792";"v_2794";"v_2796";"v_2798";"v_2800";"v_2801";"v_2802";"v_2803";"v_2804";"v_2805";"v_2806";"v_2807";"v_2808";"v_2809";"v_1573";"v_1574";"v_1575";"v_2936";"v_2919";"v_1588";"v_1589";"v_1590";"v_1591";"v_1592";"v_1593";"v_1594";"v_1595";"v_2934";"v_1599";"v_1600";"v_1601";"v_1577";"v_1578";"v_1579";"v_2922";"v_2923";"v_2924";"v_2925";"v_2926";"v_2927";"v_2928";"v_2929";"v_1596";"v_1597";"v_1598";"v_1625";"v_1626";"v_1627";"v_1628";"v_1629";"v_1630";"v_1631";"v_1632";"v_1633";"v_1634";"v_1635";"v_1754";"v_2884";"v_2885";"v_2886";"v_2887";"v_1642";"v_1643";"v_1644";"v_1645";"v_1646";"v_1647";"v_2931";"v_2932";"v_2933";"v_1658";"v_1659";"v_1660";"v_1661";"v_1662";"v_1663";"v_1664";"v_1665";"v_2920";"rts7288964";"rts7288965";"rts7288966";"rts7288969";"rts7288970";"rts7288971";"rts7288972";"rts7288973";"rts7288974";"rts7288975";"rts7288976";"rts7288977";"rts7288978";"rts7288979";"rts7288980";"rts7288981";"rts7288982";"rts7288983";"rts7288986";"rts7288987";"rts7288988";"rts7288989";"rts7288990"
264;0;0;31;7288991;-77;506;"33972407";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15";"https://norstatsurveys.com/";0;5;"5,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288971,7288971,7288972,7288973,7288974,7288974,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;0;0;-77;-77;"6790992c9e26635554b49ae797dd15a9";1;0;1676484504;"15.02.2023 18:08";"15.02.2023 18:16";"0000-00-00 00:00:00";1;1;1;1;2;18;2;"-99";1;"-99";3;3;1;"-99";3;4;4;4;3;5;4;4;5;2;2;3;2;2;2;1;4;3;2;2;4;2;4;3;3;6;"Siri ist nichts für mich";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";3;1;1;1;1;1;1;5;3;1;1;3;3;1;1;3;3;-77;3;3;3;3;2;4;3;2;3;4;4;2;5;3;2;4;1;-77;2;3;3;2;3;2;2;3;3;4;3;3;2;3;2;3;1;-77;3;3;2;2;3;4;2;1;2;3;3;3;3;2;3;3;2;-77;3;3;2;3;3;3;3;1;3;2;3;3;3;3;3;3;3;-77;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;-77;4;4;5;3;"-99";1;1;1;1;0;0;0;0;0;1;1;2;3;1;1;2;2;3;2;3;2;2;1;3;3;3;2;4;3;3;1;2;3;2;2;3;1;1;4;4;4;4;1;1;3;2;1;1;3;3;2;1;2;1;2;2;2;1;1;"-99";5;28;51;53;82;168;170;173;338;339;350;359;364;366;380;405;421;435;448;460;472;503;506
265;0;0;31;7288991;-77;1198;"33482358";"Mozilla/5.0 (Linux; Android 9; ANE-LX1; HMSCore 6.5.0.311; GMSCore 23.04.13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.0.1.302 Mobile Safari/537.36";"https://norstatsurveys.com/wix/3/p180445841493.aspx?__sid__=tZlAXUUZWmbsMTNMKZJB66gPm-esE37i71Ne66zF-MpaGlY4xhyCEUA_4iv9ehAQGxriXAhiXHR0ZuGaZF6t3g2";0;8;"8,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;1;0;-77;-77;"39b98657b6f4b53c9ec83cce7b8281b4";1;0;1676486254;"15.02.2023 18:37";"15.02.2023 18:57";"0000-00-00 00:00:00";1;1;1;1;2;53;2;"-99";1;"-99";1;3;1;"-99";1;2;4;1;3;2;2;5;3;4;5;5;5;4;5;5;4;4;4;6;5;6;5;3;4;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;3;1;3;2;"Keine ";0;0;0;0;1;0;0;0;0;1;4;2;2;2;1;2;1;1;1;1;1;1;3;1;2;4;3;3;3;3;2;2;2;2;3;3;2;1;2;2;2;3;1;1;1;2;2;2;4;4;4;1;1;5;4;2;1;4;1;"Die Umweltprobleme nur mit Technik zu lösen führt ins Nichts.  Die Menschen müssen gleichzeitig verzichten. ";23;37;111;117;158;319;325;333;338;344;384;456;498;510;551;625;701;837;874;947;1063;1095;1198
266;0;0;31;7288991;-77;1349;"1920930";"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-N980F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36";"-99";0;3;"3,8,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";0;0;0;-77;-77;"c59a556aa25c9f91682840d59e80c8c4";1;0;1676486757;"15.02.2023 18:45";"15.02.2023 19:08";"0000-00-00 00:00:00";1;1;1;1;1;55;3;"-99";1;"-99";2;1;6;"Haus im Eigentum";2;6;1;1;1;1;1;1;4;6;6;5;6;6;6;6;4;6;6;6;1;6;1;6;6;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;1;-77;12;-77;-77;-77;"-99";3;-77;-77;1;-77;-77;-77;-77;1;-77;-77;-77;1;-77;2;-77;-77;0;3;-77;-77;5;-77;-77;-77;-77;5;-77;-77;-77;1;-77;5;-77;-77;0;5;-77;-77;5;-77;-77;-77;-77;5;-77;-77;-77;5;-77;5;-77;-77;0;5;-77;-77;3;-77;-77;-77;-77;5;-77;-77;-77;5;-77;1;-77;-77;0;5;-77;-77;5;-77;-77;-77;-77;5;-77;-77;-77;5;-77;5;-77;-77;0;5;-77;-77;5;-77;-77;-77;-77;5;-77;-77;-77;5;-77;5;-77;-77;0;4;4;4;2;"-99";1;0;0;0;1;0;0;0;0;1;5;2;3;3;5;1;1;1;1;3;1;1;3;3;3;3;4;5;4;5;5;5;5;5;3;3;3;1;1;1;1;1;1;1;1;1;1;1;5;5;5;1;1;5;5;1;1;5;2;"Manche Fragen waren mir nicht verständlich ";8;37;84;89;134;295;332;338;509;538;604;634;639;648;669;741;813;937;999;1093;1222;1319;1349
267;0;0;31;7288991;-77;1460;"1969979";"Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0";"https://norstatsurveys.com/";0;3;"3,8,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288974,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;1;0;-77;-77;"e6e60eeaf3a437b7cbc8256b4d928fd0";1;0;1676487500;"15.02.2023 18:58";"15.02.2023 19:22";"0000-00-00 00:00:00";1;1;1;1;1;51;2;"-99";4;"-99";7;3;3;"-99";2;3;1;1;1;1;1;1;3;1;5;3;6;1;4;4;1;3;3;2;3;6;2;3;1;0;"-99";-77;2;-77;-77;-77;3;-77;-77;5;-77;-77;-77;-77;-77;-77;-77;4;-77;"diese Dinge waren mir sehr wichtig zu erwerben, andere kann ich mir leider im moment nicht leisten durch die teuerungen oder ich bin nicht befugt dazu";2;1;2;1;-77;1;3;5;2;2;2;2;1;-77;1;2;1;0;2;1;2;1;-77;1;4;5;3;1;2;2;1;-77;1;2;1;0;1;2;1;1;-77;4;4;5;5;2;2;3;1;-77;1;2;2;0;2;1;1;1;-77;1;3;4;2;1;2;2;1;-77;1;1;1;0;5;3;1;1;-77;4;3;1;1;1;3;3;3;-77;1;3;2;0;2;2;3;1;-77;1;3;5;1;1;2;2;1;-77;1;1;1;0;2;3;4;1;"Es liegt auf der hand das smarte produkte zum teil sehr energiesparend sind";1;0;0;0;1;0;0;0;0;2;1;5;1;1;1;2;1;3;1;5;1;1;3;1;2;5;2;2;3;2;4;4;4;5;2;2;4;1;2;3;3;4;3;4;2;2;4;3;5;4;4;1;1;5;2;1;1;4;1;"-99";13;25;52;62;87;201;236;325;733;737;879;924;978;989;1012;1065;1129;1227;1261;1335;1429;1454;1460
268;0;0;31;7288991;-77;1069;"32222232";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1";"https://norstatsurveys.com/";0;8;"8,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;0;0;-77;-77;"d67fe083c0310f13ff6655f48d3500cb";1;0;1676487719;"15.02.2023 19:01";"15.02.2023 19:19";"0000-00-00 00:00:00";1;1;1;1;2;60;2;"-99";1;"-99";2;3;3;"-99";1;3;2;1;1;1;1;2;3;4;1;1;4;1;1;1;1;3;1;1;1;3;1;1;1;0;"-99";-77;-77;3;3;-77;2;2;2;2;-77;2;2;2;-77;4;2;2;-77;"-99";1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;1;3;0;2;1;1;1;3;1;1;2;1;1;1;1;1;2;2;1;1;0;2;1;1;1;3;1;1;1;1;1;1;1;1;2;1;1;1;0;4;1;1;1;3;1;1;1;1;1;2;1;1;3;1;1;1;0;1;3;1;1;4;1;1;1;1;1;1;1;1;1;1;1;3;0;1;5;1;1;"-99";1;0;1;1;1;0;1;0;0;1;5;5;1;1;1;1;1;1;2;1;3;1;2;3;1;3;1;1;1;1;5;4;5;5;2;1;2;1;2;2;2;3;2;2;1;1;2;3;1;2;1;1;1;5;5;1;1;1;5;"-99";8;36;76;81;115;215;275;282;557;563;604;635;640;644;667;709;765;857;911;969;1033;1066;1069
269;0;0;32;7288991;-77;-1;"20061016";"Mozilla/5.0 (Android 12; Mobile; rv:109.0) Gecko/109.0 Firefox/109.0";"https://norstatsurveys.com/";0;1;"1,5,3";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;0;0;-77;-77;"4462f3dbc1f0f28f8db5c13267283c52";1;0;1676487904;"15.02.2023 19:05";"15.02.2023 23:55";"0000-00-00 00:00:00";1;1;1;1;1;20;4;"-99";6;"-99";1;3;3;"-99";1;1;2;1;1;4;1;3;4;3;4;5;6;4;6;6;5;4;5;6;4;5;3;3;4;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;3;2;6;2;"-99";1;0;0;0;1;0;0;0;0;2;3;4;1;2;2;2;2;3;2;4;2;2;3;3;3;5;3;2;4;3;4;3;2;3;2;1;2;1;5;2;4;4;1;1;1;2;2;2;4;4;4;2;1;5;4;1;1;5;2;"-99";12;22;40;48;91;160;163;167;171;17033;17073;17090;17093;17096;17106;17152;17196;17291;17321;17365;17415;17429;17432
271;0;0;31;7288991;-77;1323;"1952962";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.41";"https://norstatsurveys.com/";0;3;"3,8,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"8cccfeefbc72df2205efdd6c0340d0f3";1;0;1676489874;"15.02.2023 19:37";"15.02.2023 19:59";"0000-00-00 00:00:00";1;1;1;1;1;54;3;"-99";1;"-99";2;1;6;"keine Wohnung, HAUS!";2;11;2;2;4;2;2;5;6;6;6;6;3;6;6;6;6;6;6;6;4;1;6;3;6;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;3;-77;-77;-77;-77;-77;-77;-77;3;3;-77;3;-77;2;-77;-77;-77;-77;3;-77;-77;-77;-77;-77;-77;-77;3;1;-77;3;-77;0;-77;-77;-77;-77;5;-77;-77;-77;-77;-77;-77;-77;5;5;-77;5;-77;5;-77;-77;-77;-77;5;-77;-77;-77;-77;-77;-77;-77;5;5;-77;5;-77;5;-77;-77;-77;-77;5;-77;-77;-77;-77;-77;-77;-77;5;5;-77;5;-77;5;-77;-77;-77;-77;3;-77;-77;-77;-77;-77;-77;-77;3;1;-77;2;-77;0;2;3;3;1;"-99";0;0;1;0;0;0;0;0;0;2;3;3;1;1;2;2;3;3;2;3;2;1;3;2;2;3;4;3;4;4;4;4;4;4;2;3;4;1;1;1;1;1;2;2;2;2;2;3;5;5;4;1;2;5;5;1;1;4;3;"-99";462;478;500;504;524;581;632;636;690;722;794;828;841;849;864;894;1010;1158;1177;1211;1282;1318;1323
272;0;0;31;7288991;-77;1877;"21851195";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) NorstatApp/4.4.0";"https://norstatsurveys.com/";0;5;"5,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"69e4e231d48f71cc4fc72ab5d732c6a3";1;0;1676489973;"15.02.2023 19:39";"15.02.2023 20:10";"0000-00-00 00:00:00";1;1;1;1;2;29;2;"-99";1;"-99";7;3;3;"-99";2;2;1;1;1;1;1;2;2;2;2;2;2;2;3;1;1;2;2;2;2;2;3;2;3;0;"-99";-77;-77;-77;-77;-77;-77;-77;12;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-99";1;1;1;1;4;1;3;2;1;1;1;1;1;1;1;1;2;0;1;3;2;1;3;1;3;2;2;2;1;2;1;1;3;1;2;0;1;3;4;3;3;3;4;4;3;2;2;3;3;1;2;3;2;0;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;0;1;3;3;3;2;2;3;3;3;3;1;2;1;1;3;1;3;0;2;2;5;2;"-99";1;1;1;0;1;1;0;0;0;1;5;5;1;1;1;2;2;2;2;2;2;1;3;1;1;2;1;1;1;2;4;5;4;5;2;1;3;1;3;3;3;3;1;2;1;1;1;2;3;3;3;1;1;5;3;1;1;5;1;"-99";3;56;97;116;174;298;345;352;811;843;985;1066;1072;1082;1136;1219;1358;1497;1617;1711;1827;1870;1877
273;0;0;31;7288991;-77;755;"1989999";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";"https://norstatsurveys.com/";0;8;"8,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288972,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;1;0;-77;-77;"42a233fa77e7fe24505f5e8c314ef24e";1;0;1676491954;"15.02.2023 20:12";"15.02.2023 20:25";"0000-00-00 00:00:00";1;1;1;1;2;55;2;"-99";1;"-99";1;3;3;"-99";3;5;1;3;1;1;1;1;6;6;1;1;6;1;1;1;1;3;1;1;6;6;6;6;1;6;"-99";-77;-77;9;10;-77;2;8;4;3;-77;5;6;-77;-77;-77;-77;7;-77;"-99";-77;-77;1;2;-77;1;2;1;1;3;1;1;-77;-77;-77;-77;3;-77;-77;-77;5;5;-77;2;3;2;2;5;2;5;-77;-77;-77;-77;5;-77;-77;-77;1;5;-77;5;5;5;5;5;5;5;-77;-77;-77;-77;5;-77;-77;-77;1;1;-77;1;1;1;1;1;1;1;-77;-77;-77;-77;1;-77;-77;-77;5;3;-77;1;1;1;1;4;1;1;-77;-77;-77;-77;1;-77;-77;-77;5;5;-77;1;4;1;1;4;1;1;-77;-77;-77;-77;5;-77;2;4;4;2;"-99";1;1;0;1;0;1;1;1;0;1;3;5;3;3;3;1;1;1;1;3;1;1;1;2;2;2;2;2;2;2;5;5;4;5;4;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;3;5;1;"-99";6;19;58;62;89;157;238;245;394;397;426;440;443;447;467;510;565;625;647;682;724;749;755
274;0;0;31;7288991;-77;1309;"20821092";"Mozilla/5.0 (Linux; Android 10; VOG-L29 Build/HUAWEIVOG-L29; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5414.118 Mobile Safari/537.36 NorstatApp/4.4.0";"https://norstatsurveys.com/";0;3;"3,8,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"6876bd7b343b9c3e81bedeea1fac379d";1;0;1676492407;"15.02.2023 20:20";"15.02.2023 20:41";"0000-00-00 00:00:00";1;1;1;1;1;60;2;"-99";4;"-99";1;3;1;"-99";1;1;1;2;2;1;1;2;4;6;5;2;6;4;6;1;4;4;1;5;4;6;1;4;5;6;"-99";-77;-77;-77;-77;-77;-77;-77;3;-77;-77;4;-77;-77;-77;2;-77;-77;-77;"-99";2;-77;3;2;-77;3;-77;3;3;3;2;3;2;-77;1;3;3;-77;3;-77;3;3;-77;2;-77;3;3;3;2;3;2;-77;2;3;3;-77;2;-77;3;3;-77;3;-77;3;3;3;3;3;3;-77;3;3;3;-77;3;-77;2;1;-77;2;-77;1;3;3;3;3;3;-77;1;3;2;-77;3;-77;3;3;-77;3;-77;2;2;3;3;3;3;-77;3;3;3;-77;2;-77;3;3;-77;1;-77;3;2;2;2;3;2;-77;2;2;2;-77;4;4;4;1;"-99";1;1;0;0;1;0;1;0;0;2;2;5;1;2;2;2;2;1;1;2;5;1;2;1;2;2;3;3;3;3;5;4;5;5;3;1;3;1;1;1;1;2;2;3;1;2;3;3;3;3;3;1;1;5;2;1;1;5;1;"-99";6;16;54;60;108;226;258;265;562;569;633;731;734;737;775;846;919;1062;1107;1191;1281;1306;1309
275;0;0;31;7288991;-77;1482;"32982308";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0";"https://norstatsurveys.com/";0;8;"8,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;1;0;-77;-77;"bf7534c0442e3d925416bed345f3bf2f";1;0;1676492918;"15.02.2023 20:28";"15.02.2023 20:53";"0000-00-00 00:00:00";1;1;1;1;2;58;2;"-99";1;"-99";2;1;6;"-99";1;1;3;3;3;2;2;2;1;6;6;5;5;3;6;6;4;6;5;6;4;1;6;3;3;6;"-99";12;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;3;-77;-77;-77;-77;"-99";1;-77;-77;4;4;3;-77;-77;3;-77;4;-77;4;1;-77;3;4;-77;1;-77;-77;4;4;3;-77;-77;4;-77;4;-77;4;1;-77;3;4;-77;1;-77;-77;4;4;4;-77;-77;4;-77;4;-77;4;2;-77;3;4;-77;1;-77;-77;2;5;5;-77;-77;5;-77;2;-77;2;1;-77;2;2;-77;3;-77;-77;4;4;4;-77;-77;3;-77;3;-77;4;4;-77;4;4;-77;1;-77;-77;5;5;2;-77;-77;5;-77;3;-77;3;1;-77;3;2;-77;1;1;5;1;"-99";1;0;0;0;0;0;0;0;0;1;4;5;1;2;2;1;5;5;1;5;1;1;5;1;2;2;1;3;4;3;4;3;4;3;1;1;2;1;1;2;2;2;4;5;1;1;3;2;5;5;5;1;1;5;1;1;1;5;2;"-99";12;42;94;102;156;248;307;312;541;553;685;727;730;736;769;847;936;1088;1132;1298;1381;1478;1482
277;0;0;31;7288991;-77;1815;"32642274";"Mozilla/5.0 (Linux; Android 10; SM-A750FN Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5414.117 Mobile Safari/537.36 NorstatApp/4.4.0";"https://norstatsurveys.com/";0;7;"7,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288976,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"00f3e25fc183f261b413c325328634cf";1;0;1676494421;"15.02.2023 20:53";"15.02.2023 21:23";"0000-00-00 00:00:00";1;1;1;1;2;47;1;"-99";1;"-99";3;1;6;"Einfamilienhaus";4;7;1;3;3;3;2;1;4;4;5;4;3;1;5;1;1;5;1;3;3;6;1;4;5;6;"-99";-77;-77;-77;-77;-77;2;-77;5;4;-77;5;-77;-77;-77;3;-77;-77;-77;"-99";4;1;3;3;1;1;3;1;1;3;1;3;3;-77;1;1;3;-77;1;3;5;3;1;1;3;5;1;1;2;3;2;-77;3;1;1;-77;5;5;1;3;5;1;5;5;5;1;1;5;3;-77;5;1;1;-77;1;1;3;1;3;1;3;2;3;3;3;1;1;-77;2;1;1;-77;5;5;5;5;3;3;1;1;1;3;1;3;5;-77;5;1;5;-77;1;1;1;1;1;1;1;1;1;1;1;1;1;-77;1;1;1;-77;1;4;7;2;"-99";1;1;1;0;0;0;1;0;0;1;3;3;1;1;1;3;1;1;3;3;1;1;3;1;1;0;1;3;1;1;1;3;2;3;1;1;1;1;3;3;1;3;3;3;1;3;3;3;3;5;5;1;3;5;3;2;1;1;3;"-99";17;38;76;84;171;350;451;459;1011;1025;1142;1183;1186;1196;1214;1270;1384;1487;1544;1611;1690;1810;1815
278;0;0;31;7288991;-77;458;"1922932";"Mozilla/5.0 (Linux; Android 9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36";"https://norstatsurveys.com/";0;8;"8,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;0;0;-77;-77;"c11341e47e4977efd3347500ee878175";1;0;1676494705;"15.02.2023 20:58";"15.02.2023 21:06";"0000-00-00 00:00:00";1;1;1;1;2;51;2;"-99";1;"-99";1;1;6;"Eigentum";1;4;1;3;3;3;2;1;5;6;5;6;5;4;6;6;4;6;4;5;6;4;3;4;6;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;3;3;3;3;"-99";1;1;0;0;0;0;0;0;0;4;4;3;3;4;1;4;4;3;1;4;1;1;4;3;4;4;4;4;4;4;5;3;4;4;2;3;4;1;2;1;4;3;3;4;1;4;3;3;4;4;3;1;1;5;4;3;1;5;2;"-99";6;19;45;50;74;130;133;136;139;145;177;193;196;198;212;240;280;323;342;374;421;455;458
